filename,category,source,resolution,format
fashion\fashion_0e5442c4-b533-4a0b-851c-01a873ab89d9.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0e684087-83bf-4153-90f4-6f7ba6f25338.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0e6871ee-7246-48ad-a356-a7fdde9878d2 - Copie.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0e6871ee-7246-48ad-a356-a7fdde9878d2.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0e7453e0-023c-4c34-b837-e6349846b112.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0e88c86f-911f-4dd6-85b6-cb953e9dd2c5.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0e99edde-0ed8-4c8c-a405-0517c1b801a4.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0e9dc3b7-f9de-4bc0-8ec1-8f442b4dcba4.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0eb7bab9-e735-416f-a4cf-74535a7563fe.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0ec67bba-c4e8-4446-86f5-23d7f6f26809.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0ec7bcaf-e4ed-4fa4-8e4d-36a50635a545.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0ed80b93-67c9-45bc-b16d-d926b79b9782.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0eebc4eb-24d7-4c53-bdf9-59c2e894ce59.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0ef80b69-2c18-435d-b091-91f401e01ed4.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0ef8124f-0344-49b4-901c-b583f2e66c4b.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0f05052a-f39a-4ce0-a073-5db09fc404ae.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0f181177-35de-4a8f-96f0-5e81f5ac34c1.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0f1bb8dd-1e6b-4266-bda1-c81646cfae75.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0f2ac7b8-c769-4f0b-a915-5680d0dad34c.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0f4428f4-7d85-4d6d-aaa2-65c220a26dd8.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0f4d9494-612a-48f8-be05-e47f4fc54d54.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0f58b637-b85c-4082-ba14-64c4dc120b93.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0f68a868-80dd-4234-8138-fba6d9ce4c7c.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0f8c39ba-e2b1-4c94-be5e-6ac2d924f7ed.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0faf2533-b2ce-46c6-9c38-3351a3ba03b9.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0fafdb51-781a-410a-9e9c-165ed9d99f64.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0fc3fbae-1ce6-47c3-b183-0d12bf11914f.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0fc5edba-525c-4234-935f-af55b39530dc.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0fd555fa-ad38-4daa-98cc-ad25382a4f26.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0fd66046-0879-42ab-be2e-a919c8a82aab.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0fdee06a-1ce1-4472-b82f-fd406df0474c.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0fe5eeb6-316f-4f60-b604-8a1b25e23433.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0fe811aa-3980-481b-9acb-8c81a7ca5ebd.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0ff16b4c-4d65-45ed-bcc3-ee9b325ee011.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_0ff8c31c-ec64-41f2-b19e-82a36c0fa56e.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1a01d836-be46-421a-a86a-52a338eccb17.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1a08f33a-2ff4-4fb8-920b-8ff514bcdda8.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1a1b2429-4235-486e-9a97-afb7acb116e1.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1a313444-17de-43ff-8a75-d02a81edbef4.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1a35c834-092c-4777-947f-566372c0221d.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1a3b3d48-e500-44e4-9fb3-dadde06ea48b.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1a40a891-0211-42d5-8f8a-8e795303f87d.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1a5aa128-26b7-4a79-8fb1-2873ebb9fa2a.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1a5d03c8-1a59-409d-bb5e-5958dc7620b8.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1a6601f1-4ad2-43c9-b1b6-d46e09995c7a.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1a6a02d1-c814-45cb-b95c-6933e5620b5f.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1a6c9cd3-99bc-481a-95d7-5c38ed1730ee.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1a78d762-6f4b-49ef-81c1-05f934a95637.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1a7c730a-ce5f-4d78-b300-59718bd1f0fa.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1a837d72-8a6b-487b-aa36-b3c2d19a8af5.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1a9b04e9-11c8-4350-b2d4-56701961aecb.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1aa4f7cc-1d16-48ec-994e-ae87fd1424f9.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1aac00cd-b42a-40f1-a82a-dcc44a0879d4.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1ab00c0e-4fc7-45d4-b9af-7d1bd75e1fd9.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1ab8de40-39ef-4528-8186-cdb9bfaab2bc.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1ac2a1f2-8715-4719-9ba1-87256fb4b9cf.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1ad60e4e-c2ea-4e4c-9e86-48cf27674802.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1ae0fc32-65dc-4373-9550-6b74732bf72e.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1b00c860-4121-475e-8991-a26247be3145.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1b064898-eaa9-4e55-ab86-ebf374e223b1.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1b065c3c-0679-40af-9924-8de9986fdf66.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1b194ffe-2b95-4c02-a19b-f52fce3cfd62.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1b27b2d0-f0ab-4f61-b39e-7c21682fdcea.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1b2a7169-fb57-4b9e-9990-ae92a02305a1.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1b2ace0a-382e-4b87-8e9d-35cbcfac636b.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1b499ee5-b290-43d5-ae17-05d5b38c4f9c.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1b4db421-80bf-411e-9359-828415b49948.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1b5f2882-e33e-4efc-b469-bcf87b9f53ed.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1b66c18a-6866-4e0e-a580-f0e65a23bd10.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1b93822d-09f4-41e6-b31b-964cc104ba71.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1b9a7610-e6d9-4bb8-ace9-ed4870ae0d5b.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1b9ae903-a999-466b-b1e6-392117b45e14.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1bb71a5d-a665-4d72-9e06-b7892a8a7e92.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1bb8d90d-2b00-4623-9bfe-2ffac4f7d17f.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1bbe653c-dbc8-4a01-b3a5-531aef8a5f38.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1bc063bc-1bc0-44b7-905e-d4e5f83b9071.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1bc82def-5c39-4593-b7cd-171d65ecd44f.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1bcf8cc6-9d6e-49d6-ab17-6b6bb795eadb.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1bd8978b-ddaf-463c-81e4-8e158d6f4120.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1c0db814-f31c-42e6-a00c-0b18a819bef6.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1c22dfec-9633-4d10-88f5-b6cad5b27dfc.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1c3deae2-1e34-4b42-b4e2-4932937481a9.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1c4c974b-47b3-40bb-a3e2-913e4874dd75.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1c60316b-2944-4224-9188-472416d193f9.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1c8217d3-1bdd-4cdc-9d92-3931b098acc9.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1c899f7b-08a9-488e-80b5-3636d7f633d4.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1c8e4388-c6db-42d7-9f9d-3311b1f9204d.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1c948411-aadd-4a6e-bf98-a7e7ddd3397c.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1c9a6bc0-d29e-4e2b-8d00-d19e4d77a380.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1c9f16a4-85cf-4c4a-ae3c-52f14270128d.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1c9f7329-6013-460f-8cc1-3c38eb4d9903.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1ca03195-b1e8-4c47-85de-81a942ea561e.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1ca6b60f-add8-4cb6-a51f-168fffd27992.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1cab0eb2-60f6-4d0a-a380-9a07b834d855.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1caba263-088a-448a-be6d-30072c29af09.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1ccfcad0-57a3-44a6-83f7-f42a189cf6bf.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1d0766f5-2d34-4312-9f1e-a5586d448a92.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1d08ddfe-dfd4-4bf9-81a7-9cc8dfa2833f.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1d0b7c61-dbeb-4830-9012-fc6034d92d22.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1d226430-72e6-4be7-998e-604df0fae43d.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1d2693cb-8d6f-4119-9105-58144a512c34.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1d2a178d-8e5a-4aa7-9801-b3eb3f0967b8.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1d2e0956-07d7-41d8-9286-ea98d1d32dbd.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1d3e7e1d-6f5a-4a99-8a74-15e007d144f4.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1d407629-87e5-4702-b9fc-e3b19de93570.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1d419bc1-c0a7-40b3-b0c3-c36bc62a0f47.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1d42c614-19d5-4515-8ef9-0bf551a601c0.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1d54b824-7f80-4ea6-8259-66a00fcc32ed.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1d6ab3d4-1a5b-4690-a436-f3b3668c1a79.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1d887da7-8102-488b-b0f0-ff8c9d507926.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1d8b7b5c-4657-4ed2-9d83-4a7ccac544f0.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1d91c19f-0cf1-4a4c-bf39-2a0133757a21.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1da10477-cb53-4506-b54c-1ad949002e35.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1db2dc7b-cca1-4735-9cc6-0658d7dba3fd.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1dbe9268-758f-4cd4-8f42-58b40ef4bb74.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1dcf0cd4-ca7e-46ac-90c7-ce465153a7f0.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1dd614d3-5325-4ed0-b9df-b3753b7ed094.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1de9b9d6-a07c-4e88-899d-8fe4d0205f32.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1dfecdb8-7146-4b58-9d8c-f77971233343.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1dfed9b7-d0c3-4c6b-aa8b-e827b3558c0c.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1e054aed-124c-4877-85ae-5fbb6ca1bba0.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1e0a18a1-234a-4a58-af40-37b12802cc64.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1e0a7310-b177-4eb5-afa4-757f2d9d55f2.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1e170a9f-9437-4eae-bd67-389c48b93ff9.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1e302085-eeb2-46ff-a4f6-e9bb5cfa44b1.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1e3ce182-d152-4476-8b6c-be3be197debf.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1e48d32e-e88a-4435-b06a-c9fb20697647.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1e53d9cf-bacd-4675-8e7c-5563ce2f743f.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1e644fc1-d3ba-4da2-954e-68879e020a2f.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1e8e4b19-3923-44cc-a2f7-4d9adad74a6f.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1e9ba1e2-eefe-4853-ab05-63598cb144f1.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1e9db0bb-0f59-44e6-9787-50eaecfd6476.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1ea1d5e8-6613-442b-822c-f10319d14da3.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1ea48561-8057-4069-af45-ba753a997e52.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1eab35b4-7931-4cf6-8768-509ceee15308.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1ebfca5f-6b3a-413b-851f-b09c145817a2.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1ec01c5a-1609-49ad-81ac-feee2f5e956d.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1ece3817-f6ca-46a2-b514-f2d3de572399.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1ed97cea-53f2-4342-8ac2-9083c936eef6.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1edea599-fab0-4dfb-8f26-0b01e131f776.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1edf84fb-5bd8-4eeb-b4df-e908b76a5ca2.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1ef9945d-0934-4b5e-bfc2-1d11dfea181c.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1efa271b-6757-4f4a-b405-32d9351a644a.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1f0f0d60-7a02-46e9-b875-e206c1d8995b.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1f2ba16d-c9a7-4ab9-bbb1-d13114078685.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1f2c3551-4c76-433e-8c9f-8093b94f02bf.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1f3fe0f5-4724-43f8-bfce-6e22d1f1f5ba.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1f56142e-9b39-4dc3-86ff-06fd5c7ee774.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1f5c7bb0-5b2f-4ac7-acc5-21ee4b08bdd1.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1f6b14a6-abcc-40ce-ae7f-6293177b15ac.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1f89347d-3fe8-4e0e-853b-67c96c204c9e.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1f971462-0ad3-45ff-b99d-c3d147eda46f.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1faab1ac-d8d4-4711-adbb-7812d7513d41.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1fae808a-2c24-4790-8514-fd39e1a67219.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1fae982c-5248-4f9f-8140-841e3110e37c.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1fb0b8b0-f8c2-45ce-8405-e2b86199475f.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1fd19366-a938-4eb3-83c9-4bc474f495be.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1fd8e843-be30-4d20-a386-909b3f89c075.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1fe43e89-0e78-4667-881b-3feb27a63ce3.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1fe7e919-6207-4927-82b6-2be0d12ceb55.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1feacab8-31e0-4861-b424-1ec78acada5a.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1febd681-151b-4c8c-baff-ddc52d16c6c0.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_1ffb85c6-dbf3-4a01-8e62-49c0be6f0d59.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2a00982f-4393-4e2f-85f7-bea287568be2.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2a064fe6-224b-4146-abfe-97e9d292a61d.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2a12baab-f020-42e3-8e6b-5d82e3ed0b55.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2a15cfb2-881f-47f2-a631-decf0a5ec2af.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2a1612d6-1984-468a-a242-08349c446a77.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2a1f8d1f-301c-4a6d-87e1-fab1660a6a82.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2a2e7f21-0d3d-4730-8e42-45dfc0489c4b.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2a30b135-f0ce-45d3-ab59-6bfa92e0abd3.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2a45d48d-811c-4c7d-bceb-b8bd88af2821.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2a512285-ef9d-463c-b747-8e60bf50f059.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2a711e77-ef04-47ca-8b5c-f1729d0ce04e.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2a774d80-c007-43a7-9c38-85e441274cfc.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2a79969e-c45d-432f-a62b-90970e4d909f.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2a7c1877-3131-49dd-9712-f78f0da4daf2.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2a7c343b-733a-4870-8c2e-a76109dbec68.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2a829e2e-44e8-4ec0-bd62-3664baea1fa0.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2a89bcea-4f99-405d-a084-3f348f6b2909.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2a9b33f5-f34e-4a3b-bb3f-307254c8bdbc.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2abc4569-7d77-4fb3-af8c-cab6421b5cf9.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2ac96388-4353-44b6-a174-de2f2523afd1.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2acc95a9-ac27-41e6-8061-9b43849db240.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2acf8648-b4b0-4127-b27d-687880ffc29d.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2ad92519-4ccd-49fd-800c-ed863b1ccb2b.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2ade25ae-89ae-4ba7-9bd7-761c55850e97.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2adf987d-a985-4023-81d4-adf9368ca251.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2adfd297-5e23-449b-bb28-b35a361b4645.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2ae08b28-adf9-4fc8-b150-513cad510b1e.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2aff1c58-d4af-4ac4-ac69-7714e4150be3.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2b070f9a-72c6-4475-a2d6-5d473a896f90.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2b12ad64-97e5-4500-ad2e-f74ea31eacbb.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2b1774a1-a7fe-4cdd-997c-7e58e5459e96.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2b248c7e-802b-4403-b7f0-47201116ab49.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2b2a6d39-1667-4d65-8847-c09cc0c2d1f6.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2b3113c3-d37d-47f5-a784-20fb12228365.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2b3a5050-1533-4f69-a732-88e102b8e89d.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2b41ceef-e71c-4229-86fc-e7b50a6ef8c5.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2b45bc2e-32e9-45db-b34b-aad93113745d.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2b473d79-afbd-4027-ab68-4bc3f04d7569.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2b4b9dd1-7668-4d88-8df4-4e6eb4cd6e98.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2b54e651-5d43-4f24-9e9e-a58ce16d7c88.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2b64b726-ffca-44b1-a986-cc9fbdacf665.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2b66fdb1-33dd-445f-a422-b17fbe543483.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2b84e88f-fa18-4af8-b6ef-e51abb38d760.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2b8f8ba1-9264-4eeb-bdf5-0a141490db17.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2bbaf5a1-0687-4187-a7b8-1158310a96ae.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2bbc829f-8604-48b1-a75c-453319d986a3.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2bc3b252-bec7-4dbc-beb3-f7977e71000f.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2bc86809-3b2e-484b-b623-4c5ca81cc606.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2bce42e9-3d02-416b-9774-cf378cdfb708.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2bd016a4-6026-4e31-81f6-3ee12d3e59a5.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2bddc9a4-162d-4dd9-9b73-2cca94ad4eae.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2be229f1-0d92-427f-b6a2-f6912e42e21f.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2be7652b-3fed-47c7-a0e6-d9fb9fd7d23b.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2be8cf7a-5b2e-400f-a826-785997af532a.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2beabf58-5224-41ea-80d7-bd9b0cb3cac6.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2bf88e34-cc8b-48fd-85d5-9632f21e79f0.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2bfcb7b3-38ed-404c-97f0-d8a497f68ac3.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2c042b2c-a3cf-42e2-bb29-5e6dbd408647.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2c050ddf-2681-4a03-9d0f-3b96b9cd5fe5.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2c116a8a-43d0-4e46-a7c9-f6bd47def3e0.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2c174a24-c95f-4c2d-9a42-64112df99dbe.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2c1c3c2a-5b22-4133-9509-1877d6a106a0.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2c2188ab-3a18-4d1c-9103-f1d109061cc3.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2c23a71b-166a-41c8-89ed-e6043c7a4cc8.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2c283f21-5c5c-4f0d-818a-c66d42e29fbe.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2c3533f9-2998-4c22-aa81-d0e519cc6669.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2c54ae46-0d68-4bca-a225-bbef7b34b640.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2c729b6d-6ec3-4944-9406-25ae725482f7.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2c74a33c-4267-4bd0-946c-0dd214183f5b.jpg,fashion,combined_dataset,128x128,JPEG
fashion\fashion_2c923fb1-4bee-41dc-b393-973cd1a03bbf.jpg,fashion,combined_dataset,128x128,JPEG
